"amt","sogn","koen","alder","civilstand","erhverv","herred","år","sektor"
"Århus","Torrild","mand",60,"gift","Jordløs husmand","Hads",1801,"primære"
"Århus","Torrild","mand",34,"gift","Jordløs husmand","Hads",1801,"primære"
"Århus","Torrild","mand",50,"gift","Jordløs husmand","Hads",1801,"primære"
"Århus","Torrild","mand",45,"gift","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",52,"gift","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",46,"gift","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",63,"enkemand","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",34,"gift","Jordejer","Hads",1801,"primære"
"Århus","Torrild","mand",35,"gift","Jordejer","Hads",1801,"primære"
"Århus","Torrild","mand",59,"gift","Jordejer","Hads",1801,"primære"
"Århus","Torrild","mand",32,"gift","Væver","Hads",1801,"sekundære"
"Århus","Torrild","mand",33,"gift","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",41,"gift","Bonde","Hads",1801,"primære"
"Århus","Torrild","mand",61,"gift","Bonde","Hads",1801,"primære"
"Århus","Tranbjerg","mand",53,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",55,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",60,"enkemand","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",37,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",48,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",44,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",47,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",43,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",37,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",43,"gift","Væver","Ning",1801,"sekundære"
"Århus","Tranbjerg","mand",28,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",59,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",48,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",30,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",71,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",50,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",39,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",52,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",61,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",23,"ugift","Væver","Ning",1801,"sekundære"
"Århus","Tranbjerg","mand",61,"gift","Daglejer","Ning",1801,"primære"
"Århus","Tranbjerg","mand",54,"gift","Smed","Ning",1801,"sekundære"
"Århus","Tranbjerg","mand",48,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",28,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",50,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",31,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",32,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",38,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",30,"gift","Bonde","Ning",1801,"primære"
"Århus","Tranbjerg","mand",42,"gift","Daglejer","Ning",1801,"primære"
"Århus","Trige","mand",39,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",43,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",34,"gift","Jordløs husmand","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",54,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",37,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",41,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",24,"gift","Hjulmand","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",32,"ugift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",48,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",37,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",49,"gift","Jordløs husmand","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",40,"gift","Smed","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",30,"gift","Skrædder","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",42,"gift","Snedker","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",31,"ugift","Snedker","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",40,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",44,"gift","Skrædder","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",55,"gift","Jordløs husmand","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",39,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",38,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",44,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",52,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",56,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",52,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",39,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",39,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",52,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",66,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",34,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",40,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",29,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",53,"enkemand","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",40,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",56,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",31,"gift","Hjulmand","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",41,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",34,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",38,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",45,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",39,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",46,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",52,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",32,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",35,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",44,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",46,"gift","Skrædder","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",55,"enkemand","Smed","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",26,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",58,"enkemand","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",40,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",35,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",54,"enkemand","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",48,"gift","Daglejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",36,"gift","Skrædder","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",50,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",51,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",31,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",60,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",47,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",56,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",31,"gift","Bonde","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",32,"gift","Væver","Vester Lisbjerg",1801,"sekundære"
"Århus","Trige","mand",32,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Trige","mand",38,"gift","Jordejer","Vester Lisbjerg",1801,"primære"
"Århus","Tulstrup","mand",39,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",43,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",35,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",52,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",64,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",46,"gift","Skrædder","Ning",1801,"sekundære"
"Århus","Tulstrup","mand",62,"gift","Daglejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",59,"gift","Hjulmand","Ning",1801,"sekundære"
"Århus","Tulstrup","mand",31,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",63,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",50,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",43,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",66,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",40,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",50,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",58,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",58,"gift","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",34,"enkemand","Bonde","Ning",1801,"primære"
"Århus","Tulstrup","mand",45,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",53,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",60,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tulstrup","mand",33,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",59,"gift","Tømrer","Ning",1801,"sekundære"
"Århus","Tunø","mand",54,"gift","Daglejer","Ning",1801,"primære"
"Århus","Tunø","mand",56,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",31,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",51,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",60,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",46,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",40,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",36,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",60,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",29,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",26,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",63,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",28,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",47,"gift","Skrædder","Ning",1801,"sekundære"
"Århus","Tunø","mand",34,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",47,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",24,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",24,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",52,"gift","Jordejer","Ning",1801,"primære"
"Århus","Tunø","mand",57,"gift","Bonde","Ning",1801,"primære"
"Århus","Tunø","mand",25,"ugift","Matros","Ning",1801,"tertiære"
"Århus","Tunø","mand",33,"gift","Bonde","Ning",1801,"primære"
"Århus","Vejlby","mand",42,"gift","Bonde","Hasle",1801,"primære"
"Århus","Vejlby","mand",31,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",40,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",46,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",41,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",55,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",53,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",44,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",32,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",63,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",57,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",55,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",54,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",60,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",32,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",44,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",54,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",70,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",23,"ugift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",71,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",39,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",22,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",63,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",60,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",58,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",27,"enkemand","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",56,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",23,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",43,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",54,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",37,"gift","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",51,"enkemand","Gårdmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",54,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",45,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",41,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",27,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",58,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",30,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",36,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",36,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",40,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",57,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",49,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",46,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",57,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",56,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",26,"ugift","Væver","Hasle",1801,"sekundære"
"Århus","Vejlby","mand",31,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",61,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",44,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",31,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",27,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",37,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",40,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",40,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",47,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Vejlby","mand",50,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",46,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",30,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",30,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",38,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Vejlby","mand",44,"gift","Jordejer","Hasle",1801,"primære"
"Århus","Vejlby","mand",29,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"enkemand","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",48,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",33,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",34,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",53,"gift","Smed","Hasle",1801,"sekundære"
"Århus","Vejlby","mand",46,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",50,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",64,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",25,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Vejlby","mand",27,"gift","Jordløs husmand","Hasle",1801,"primære"
"Århus","Viby","mand",48,"gift","Murer","Ning",1801,"sekundære"
"Århus","Viby","mand",24,"ugift","Tømrer","Ning",1801,"sekundære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",46,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",40,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",32,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",34,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",47,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",30,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",30,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",59,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",21,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",37,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",71,"enkemand","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",30,"ugift","Tømrer","Ning",1801,"sekundære"
"Århus","Viby","mand",37,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",19,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",51,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",24,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",36,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",40,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",22,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",53,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",48,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",18,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",69,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",30,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",82,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",46,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",25,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",27,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",23,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",41,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",20,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",62,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",21,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",54,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",23,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",56,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",39,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",21,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",30,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",65,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",32,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",27,"ugift","Skrædder","Ning",1801,"sekundære"
"Århus","Viby","mand",18,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",60,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",30,"ugift","Tømrer","Ning",1801,"sekundære"
"Århus","Viby","mand",22,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",33,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",25,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",55,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",27,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",49,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",53,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",49,"enkemand","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",72,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",29,"ugift","Væver","Ning",1801,"sekundære"
"Århus","Viby","mand",47,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",38,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",68,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",32,"ugift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",27,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",45,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",48,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",30,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",22,"ugift","Væver","Ning",1801,"sekundære"
"Århus","Viby","mand",63,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",48,"gift","Daglejer","Ning",1801,"primære"
"Århus","Viby","mand",31,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",23,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",28,"ugift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",16,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",27,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",42,"gift","Bonde","Ning",1801,"primære"
"Århus","Viby","mand",25,"ugift","Tjenestekarl","Ning",1801,"primære"
"Århus","Viby","mand",55,"gift","Daglejer","Ning",1801,"primære"
"Århus","Vitten","mand",65,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",36,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",61,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",52,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",51,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",51,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",37,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",65,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",73,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",45,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",57,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",40,"gift","Boelsmand","Sabro",1801,"primære"
"Århus","Vitten","mand",36,"gift","Jordejer","Sabro",1801,"primære"
"Århus","Vitten","mand",46,"gift","Jordejer","Sabro",1801,"primære"
"Århus","Vitten","mand",44,"gift","Jordejer","Sabro",1801,"primære"
"Århus","Vitten","mand",54,"gift","Daglejer","Sabro",1801,"primære"
"Århus","Vitten","mand",33,"gift","Daglejer","Sabro",1801,"primære"
"Århus","Vitten","mand",59,"gift","Skrædder","Sabro",1801,"sekundære"
"Århus","Vitten","mand",25,"gift","Jordløs husmand","Sabro",1801,"primære"
"Århus","Vitten","mand",37,"gift","Snedker","Sabro",1801,"sekundære"
"Århus","Vitten","mand",57,"gift","Hjulmand","Sabro",1801,"sekundære"
"Århus","Vitten","mand",29,"gift","Smed","Sabro",1801,"sekundære"
"Århus","Vitten","mand",29,"gift","Jordløs husmand","Sabro",1801,"primære"
"Århus","Vitten","mand",43,"gift","Daglejer","Sabro",1801,"primære"
"Århus","Vitten","mand",70,"gift","Daglejer","Sabro",1801,"primære"
"Århus","Vitten","mand",49,"gift","Bonde","Sabro",1801,"primære"
"Århus","Vitten","mand",23,"ugift","Tjenestekarl","Sabro",1801,"primære"
"Århus","Ølsted","mand",54,"gift","Bonde","Vester Lisbjerg",1801,"primære"
