"amt","sogn","koen","alder","civilstand","herred","år"
"Århus","Saksild","mand",19,"ugift","Hads",1834
"Århus","Saksild","mand",54,"gift","Hads",1834
"Århus","Saksild","kvinde",51,"gift","Hads",1834
"Århus","Saksild","mand",22,"ugift","Hads",1834
"Århus","Saksild","kvinde",23,"ugift","Hads",1834
"Århus","Saksild","kvinde",15,"ugift","Hads",1834
"Århus","Saksild","kvinde",13,"ugift","Hads",1834
"Århus","Saksild","mand",10,"ugift","Hads",1834
"Århus","Saksild","mand",17,"ugift","Hads",1834
"Århus","Saksild","mand",54,"gift","Hads",1834
"Århus","Saksild","kvinde",49,"gift","Hads",1834
"Århus","Saksild","mand",17,"ugift","Hads",1834
"Århus","Saksild","kvinde",16,"ugift","Hads",1834
"Århus","Saksild","kvinde",7,"ugift","Hads",1834
"Århus","Saksild","mand",56,"ugift","Hads",1834
"Århus","Saksild","mand",65,"gift","Hads",1834
"Århus","Saksild","kvinde",65,"gift","Hads",1834
"Århus","Saksild","mand",37,"ugift","Hads",1834
"Århus","Saksild","mand",31,"ugift","Hads",1834
"Århus","Saksild","mand",23,"ugift","Hads",1834
"Århus","Saksild","kvinde",29,"ugift","Hads",1834
"Århus","Saksild","kvinde",21,"ugift","Hads",1834
"Århus","Saksild","mand",32,"gift","Hads",1834
"Århus","Saksild","kvinde",34,"gift","Hads",1834
"Århus","Saksild","mand",7,"ugift","Hads",1834
"Århus","Saksild","mand",1,"ugift","Hads",1834
"Århus","Saksild","mand",64,"gift","Hads",1834
"Århus","Saksild","kvinde",72,"gift","Hads",1834
"Århus","Saksild","mand",54,"gift","Hads",1834
"Århus","Saksild","kvinde",60,"gift","Hads",1834
"Århus","Saksild","kvinde",53,"ugift","Hads",1834
"Århus","Saksild","kvinde",66,"ugift","Hads",1834
"Århus","Saksild","mand",33,"gift","Hads",1834
"Århus","Saksild","kvinde",35,"gift","Hads",1834
"Århus","Saksild","mand",7,"ugift","Hads",1834
"Århus","Saksild","kvinde",4,"ugift","Hads",1834
"Århus","Saksild","mand",84,"gift","Hads",1834
"Århus","Saksild","kvinde",58,"gift","Hads",1834
"Århus","Saksild","mand",59,"gift","Hads",1834
"Århus","Saksild","kvinde",63,"gift","Hads",1834
"Århus","Saksild","mand",34,"gift","Hads",1834
"Århus","Saksild","kvinde",34,"gift","Hads",1834
"Århus","Saksild","mand",5,"ugift","Hads",1834
"Århus","Saksild","mand",1,"ugift","Hads",1834
"Århus","Saksild","kvinde",19,"ugift","Hads",1834
"Århus","Saksild","mand",56,"gift","Hads",1834
"Århus","Saksild","kvinde",46,"gift","Hads",1834
"Århus","Saksild","mand",8,"ugift","Hads",1834
"Århus","Saksild","kvinde",6,"ugift","Hads",1834
"Århus","Saksild","mand",33,"gift","Hads",1834
"Århus","Saksild","kvinde",33,"gift","Hads",1834
"Århus","Saksild","kvinde",38,"gift","Hads",1834
"Århus","Saksild","mand",78,"gift","Hads",1834
"Århus","Saksild","kvinde",63,"gift","Hads",1834
"Århus","Saksild","mand",71,"gift","Hads",1834
"Århus","Saksild","kvinde",72,"gift","Hads",1834
"Århus","Saksild","mand",23,"gift","Hads",1834
"Århus","Saksild","kvinde",27,"gift","Hads",1834
"Århus","Saksild","kvinde",1,"ugift","Hads",1834
"Århus","Saksild","mand",27,"ugift","Hads",1834
"Århus","Saksild","mand",20,"ugift","Hads",1834
"Århus","Saksild","mand",45,"gift","Hads",1834
"Århus","Saksild","kvinde",40,"gift","Hads",1834
"Århus","Saksild","mand",13,"ugift","Hads",1834
"Århus","Saksild","kvinde",10,"ugift","Hads",1834
"Århus","Saksild","mand",9,"ugift","Hads",1834
"Århus","Saksild","kvinde",8,"ugift","Hads",1834
"Århus","Saksild","kvinde",6,"ugift","Hads",1834
"Århus","Saksild","kvinde",1,"ugift","Hads",1834
"Århus","Saksild","mand",67,"enkemand","Hads",1834
"Århus","Saksild","kvinde",17,"ugift","Hads",1834
"Århus","Saksild","mand",41,"gift","Hads",1834
"Århus","Saksild","kvinde",48,"gift","Hads",1834
"Århus","Saksild","kvinde",18,"ugift","Hads",1834
"Århus","Saksild","kvinde",16,"ugift","Hads",1834
"Århus","Saksild","kvinde",14,"ugift","Hads",1834
"Århus","Saksild","mand",23,"ugift","Hads",1834
"Århus","Saksild","mand",44,"ugift","Hads",1834
"Århus","Saksild","mand",41,"gift","Hads",1834
"Århus","Saksild","kvinde",33,"gift","Hads",1834
"Århus","Saksild","kvinde",13,"ugift","Hads",1834
"Århus","Saksild","mand",10,"ugift","Hads",1834
"Århus","Saksild","kvinde",7,"ugift","Hads",1834
"Århus","Saksild","mand",61,"gift","Hads",1834
"Århus","Saksild","kvinde",66,"gift","Hads",1834
"Århus","Saksild","kvinde",25,"ugift","Hads",1834
"Århus","Saksild","mand",22,"ugift","Hads",1834
"Århus","Saksild","mand",19,"ugift","Hads",1834
"Århus","Saksild","kvinde",27,"ugift","Hads",1834
"Århus","Saksild","mand",35,"gift","Hads",1834
"Århus","Saksild","kvinde",31,"gift","Hads",1834
"Århus","Saksild","kvinde",67,"enke","Hads",1834
"Århus","Saksild","mand",26,"ugift","Hads",1834
"Århus","Saksild","kvinde",7,"ugift","Hads",1834
"Århus","Saksild","kvinde",5,"ugift","Hads",1834
"Århus","Saksild","mand",57,"gift","Hads",1834
"Århus","Saksild","kvinde",45,"gift","Hads",1834
"Århus","Saksild","mand",24,"ugift","Hads",1834
"Århus","Saksild","kvinde",15,"ugift","Hads",1834
"Århus","Saksild","kvinde",30,"ugift","Hads",1834
"Århus","Saksild","kvinde",17,"ugift","Hads",1834
"Århus","Saksild","mand",15,"ugift","Hads",1834
"Århus","Saksild","mand",46,"gift","Hads",1834
"Århus","Saksild","kvinde",47,"gift","Hads",1834
"Århus","Saksild","mand",19,"ugift","Hads",1834
"Århus","Saksild","mand",16,"ugift","Hads",1834
"Århus","Saksild","kvinde",5,"ugift","Hads",1834
"Århus","Saksild","kvinde",23,"ugift","Hads",1834
"Århus","Saksild","kvinde",20,"ugift","Hads",1834
"Århus","Saksild","mand",57,"gift","Hads",1834
"Århus","Saksild","kvinde",56,"gift","Hads",1834
"Århus","Saksild","mand",26,"ugift","Hads",1834
"Århus","Saksild","mand",48,"gift","Hads",1834
"Århus","Saksild","kvinde",24,"gift","Hads",1834
"Århus","Saksild","mand",12,"ugift","Hads",1834
"Århus","Saksild","mand",11,"ugift","Hads",1834
"Århus","Saksild","kvinde",10,"ugift","Hads",1834
"Århus","Saksild","kvinde",1,"ugift","Hads",1834
"Århus","Saksild","mand",80,"enkemand","Hads",1834
"Århus","Saksild","mand",25,"ugift","Hads",1834
"Århus","Saksild","mand",19,"ugift","Hads",1834
"Århus","Saksild","kvinde",22,"ugift","Hads",1834
"Århus","Saksild","kvinde",22,"ugift","Hads",1834
"Århus","Saksild","mand",51,"gift","Hads",1834
"Århus","Saksild","kvinde",41,"gift","Hads",1834
"Århus","Saksild","kvinde",16,"ugift","Hads",1834
"Århus","Saksild","mand",4,"ugift","Hads",1834
"Århus","Saksild","mand",52,"gift","Hads",1834
"Århus","Saksild","kvinde",58,"gift","Hads",1834
"Århus","Saksild","kvinde",2,"ugift","Hads",1834
"Århus","Saksild","mand",62,"gift","Hads",1834
"Århus","Saksild","kvinde",58,"gift","Hads",1834
"Århus","Saksild","mand",28,"ugift","Hads",1834
"Århus","Saksild","mand",24,"ugift","Hads",1834
"Århus","Saksild","kvinde",19,"ugift","Hads",1834
"Århus","Saksild","mand",63,"gift","Hads",1834
"Århus","Saksild","kvinde",47,"gift","Hads",1834
"Århus","Saksild","mand",21,"ugift","Hads",1834
"Århus","Saksild","mand",16,"ugift","Hads",1834
"Århus","Saksild","mand",9,"ugift","Hads",1834
"Århus","Saksild","kvinde",7,"ugift","Hads",1834
"Århus","Saksild","mand",2,"ugift","Hads",1834
"Århus","Saksild","mand",45,"gift","Hads",1834
"Århus","Saksild","kvinde",37,"gift","Hads",1834
"Århus","Saksild","mand",20,"ugift","Hads",1834
"Århus","Saksild","kvinde",22,"ugift","Hads",1834
"Århus","Saksild","mand",43,"gift","Hads",1834
"Århus","Saksild","kvinde",30,"gift","Hads",1834
"Århus","Saksild","mand",24,"ugift","Hads",1834
"Århus","Saksild","kvinde",75,"enke","Hads",1834
"Århus","Saksild","mand",54,"gift","Hads",1834
"Århus","Saksild","kvinde",74,"gift","Hads",1834
"Århus","Saksild","mand",19,"ugift","Hads",1834
"Århus","Saksild","mand",63,"ugift","Hads",1834
"Århus","Saksild","mand",47,"ugift","Hads",1834
"Århus","Saksild","kvinde",25,"ugift","Hads",1834
"Århus","Saksild","mand",37,"gift","Hads",1834
"Århus","Saksild","kvinde",40,"gift","Hads",1834
"Århus","Saksild","kvinde",6,"ugift","Hads",1834
"Århus","Saksild","mand",4,"ugift","Hads",1834
"Århus","Saksild","mand",2,"ugift","Hads",1834
"Århus","Saksild","kvinde",41,"ugift","Hads",1834
"Århus","Saksild","mand",23,"ugift","Hads",1834
"Århus","Saksild","mand",16,"ugift","Hads",1834
"Århus","Saksild","kvinde",26,"ugift","Hads",1834
"Århus","Saksild","mand",54,"gift","Hads",1834
"Århus","Saksild","mand",87,"enkemand","Hads",1834
"Århus","Saksild","mand",23,"ugift","Hads",1834
"Århus","Saksild","mand",20,"ugift","Hads",1834
"Århus","Saksild","kvinde",25,"ugift","Hads",1834
"Århus","Saksild","kvinde",20,"ugift","Hads",1834
"Århus","Saksild","mand",61,"gift","Hads",1834
"Århus","Saksild","kvinde",51,"gift","Hads",1834
"Århus","Saksild","kvinde",20,"ugift","Hads",1834
"Århus","Saksild","kvinde",15,"ugift","Hads",1834
"Århus","Saksild","kvinde",13,"ugift","Hads",1834
"Århus","Saksild","mand",10,"ugift","Hads",1834
"Århus","Saksild","mand",43,"gift","Hads",1834
"Århus","Saksild","kvinde",57,"gift","Hads",1834
"Århus","Saksild","kvinde",13,"ugift","Hads",1834
"Århus","Saksild","mand",11,"ugift","Hads",1834
"Århus","Saksild","mand",20,"ugift","Hads",1834
"Århus","Saksild","mand",18,"ugift","Hads",1834
"Århus","Saksild","kvinde",24,"ugift","Hads",1834
"Århus","Saksild","kvinde",16,"ugift","Hads",1834
"Århus","Sjelle","mand",39,"gift","Framlev",1834
"Århus","Sjelle","kvinde",30,"gift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",1,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",22,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",23,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",35,"ugift","Framlev",1834
"Århus","Sjelle","mand",24,"ugift","Framlev",1834
"Århus","Sjelle","mand",23,"ugift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",29,"gift","Framlev",1834
"Århus","Sjelle","kvinde",31,"gift","Framlev",1834
"Århus","Sjelle","mand",6,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",2,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",68,"enke","Framlev",1834
"Århus","Sjelle","mand",18,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",14,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",60,"enke","Framlev",1834
"Århus","Sjelle","mand",29,"ugift","Framlev",1834
"Århus","Sjelle","mand",25,"ugift","Framlev",1834
"Århus","Sjelle","mand",23,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",20,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",78,"enke","Framlev",1834
"Århus","Sjelle","mand",7,"ugift","Framlev",1834
"Århus","Sjelle","mand",2,"ugift","Framlev",1834
"Århus","Sjelle","mand",20,"ugift","Framlev",1834
"Århus","Sjelle","mand",32,"gift","Framlev",1834
"Århus","Sjelle","kvinde",31,"gift","Framlev",1834
"Århus","Sjelle","kvinde",4,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",43,"gift","Framlev",1834
"Århus","Sjelle","kvinde",38,"gift","Framlev",1834
"Århus","Sjelle","kvinde",14,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",12,"ugift","Framlev",1834
"Århus","Sjelle","mand",5,"ugift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",22,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",19,"ugift","Framlev",1834
"Århus","Sjelle","mand",58,"gift","Framlev",1834
"Århus","Sjelle","kvinde",50,"gift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","mand",37,"gift","Framlev",1834
"Århus","Sjelle","kvinde",37,"gift","Framlev",1834
"Århus","Sjelle","kvinde",11,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",85,"enkemand","Framlev",1834
"Århus","Sjelle","mand",28,"ugift","Framlev",1834
"Århus","Sjelle","mand",38,"gift","Framlev",1834
"Århus","Sjelle","kvinde",35,"gift","Framlev",1834
"Århus","Sjelle","mand",6,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",5,"ugift","Framlev",1834
"Århus","Sjelle","mand",2,"ugift","Framlev",1834
"Århus","Sjelle","mand",44,"gift","Framlev",1834
"Århus","Sjelle","kvinde",45,"gift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",9,"ugift","Framlev",1834
"Århus","Sjelle","mand",8,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",45,"gift","Framlev",1834
"Århus","Sjelle","kvinde",35,"gift","Framlev",1834
"Århus","Sjelle","kvinde",11,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",9,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",7,"ugift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",32,"gift","Framlev",1834
"Århus","Sjelle","kvinde",30,"gift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",52,"gift","Framlev",1834
"Århus","Sjelle","kvinde",50,"gift","Framlev",1834
"Århus","Sjelle","mand",28,"ugift","Framlev",1834
"Århus","Sjelle","mand",27,"ugift","Framlev",1834
"Århus","Sjelle","mand",19,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",20,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","mand",54,"gift","Framlev",1834
"Århus","Sjelle","kvinde",40,"gift","Framlev",1834
"Århus","Sjelle","kvinde",20,"ugift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",13,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","mand",11,"ugift","Framlev",1834
"Århus","Sjelle","mand",46,"gift","Framlev",1834
"Århus","Sjelle","kvinde",38,"gift","Framlev",1834
"Århus","Sjelle","kvinde",11,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",9,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",7,"ugift","Framlev",1834
"Århus","Sjelle","mand",3,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",78,"enke","Framlev",1834
"Århus","Sjelle","kvinde",43,"ugift","Framlev",1834
"Århus","Sjelle","mand",21,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",25,"ugift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",63,"gift","Framlev",1834
"Århus","Sjelle","kvinde",48,"gift","Framlev",1834
"Århus","Sjelle","mand",19,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",15,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",66,"gift","Framlev",1834
"Århus","Sjelle","kvinde",61,"gift","Framlev",1834
"Århus","Sjelle","mand",39,"gift","Framlev",1834
"Århus","Sjelle","kvinde",34,"gift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",49,"gift","Framlev",1834
"Århus","Sjelle","kvinde",38,"gift","Framlev",1834
"Århus","Sjelle","kvinde",16,"ugift","Framlev",1834
"Århus","Sjelle","mand",14,"ugift","Framlev",1834
"Århus","Sjelle","mand",11,"ugift","Framlev",1834
"Århus","Sjelle","mand",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",5,"ugift","Framlev",1834
"Århus","Sjelle","mand",2,"ugift","Framlev",1834
"Århus","Sjelle","mand",22,"ugift","Framlev",1834
"Århus","Sjelle","mand",52,"gift","Framlev",1834
"Århus","Sjelle","kvinde",42,"gift","Framlev",1834
"Århus","Sjelle","mand",12,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",3,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",73,"enke","Framlev",1834
"Århus","Sjelle","mand",26,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",28,"ugift","Framlev",1834
"Århus","Sjelle","mand",40,"gift","Framlev",1834
"Århus","Sjelle","kvinde",37,"gift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",41,"gift","Framlev",1834
"Århus","Sjelle","kvinde",41,"gift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",15,"ugift","Framlev",1834
"Århus","Sjelle","mand",12,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","mand",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",39,"gift","Framlev",1834
"Århus","Sjelle","kvinde",38,"gift","Framlev",1834
"Århus","Sjelle","mand",16,"ugift","Framlev",1834
"Århus","Sjelle","mand",15,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",11,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",3,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",43,"gift","Framlev",1834
"Århus","Sjelle","kvinde",41,"gift","Framlev",1834
"Århus","Sjelle","mand",13,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",7,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",4,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",34,"gift","Framlev",1834
"Århus","Sjelle","kvinde",39,"gift","Framlev",1834
"Århus","Sjelle","mand",11,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",9,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",3,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",65,"enke","Framlev",1834
"Århus","Sjelle","mand",26,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",23,"ugift","Framlev",1834
"Århus","Sjelle","mand",59,"gift","Framlev",1834
"Århus","Sjelle","kvinde",61,"gift","Framlev",1834
"Århus","Sjelle","kvinde",53,"enke","Framlev",1834
"Århus","Sjelle","kvinde",21,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",40,"ugift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",50,"enkemand","Framlev",1834
"Århus","Sjelle","mand",12,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","mand",48,"gift","Framlev",1834
"Århus","Sjelle","kvinde",48,"gift","Framlev",1834
"Århus","Sjelle","mand",7,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",25,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","mand",71,"gift","Framlev",1834
"Århus","Sjelle","kvinde",71,"gift","Framlev",1834
"Århus","Sjelle","kvinde",16,"ugift","Framlev",1834
"Århus","Sjelle","mand",28,"gift","Framlev",1834
"Århus","Sjelle","kvinde",33,"gift","Framlev",1834
"Århus","Sjelle","mand",4,"ugift","Framlev",1834
"Århus","Sjelle","mand",3,"ugift","Framlev",1834
"Århus","Sjelle","mand",22,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",23,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",58,"enke","Framlev",1834
"Århus","Sjelle","mand",27,"ugift","Framlev",1834
"Århus","Sjelle","mand",64,"gift","Framlev",1834
"Århus","Sjelle","kvinde",60,"gift","Framlev",1834
"Århus","Sjelle","mand",68,"gift","Framlev",1834
"Århus","Sjelle","kvinde",55,"gift","Framlev",1834
"Århus","Sjelle","mand",15,"ugift","Framlev",1834
"Århus","Sjelle","mand",12,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",63,"enke","Framlev",1834
"Århus","Sjelle","mand",70,"gift","Framlev",1834
"Århus","Sjelle","kvinde",67,"gift","Framlev",1834
"Århus","Sjelle","mand",62,"gift","Framlev",1834
"Århus","Sjelle","kvinde",64,"gift","Framlev",1834
"Århus","Sjelle","mand",63,"gift","Framlev",1834
"Århus","Sjelle","kvinde",40,"gift","Framlev",1834
"Århus","Sjelle","mand",68,"gift","Framlev",1834
"Århus","Sjelle","kvinde",66,"gift","Framlev",1834
"Århus","Sjelle","mand",49,"gift","Framlev",1834
"Århus","Sjelle","kvinde",39,"gift","Framlev",1834
"Århus","Sjelle","mand",9,"ugift","Framlev",1834
"Århus","Sjelle","mand",37,"gift","Framlev",1834
"Århus","Sjelle","kvinde",24,"gift","Framlev",1834
"Århus","Sjelle","mand",73,"enkemand","Framlev",1834
"Århus","Sjelle","mand",60,"gift","Framlev",1834
"Århus","Sjelle","kvinde",52,"gift","Framlev",1834
"Århus","Sjelle","kvinde",21,"ugift","Framlev",1834
"Århus","Sjelle","mand",18,"ugift","Framlev",1834
"Århus","Sjelle","mand",25,"ugift","Framlev",1834
"Århus","Sjelle","mand",29,"gift","Framlev",1834
"Århus","Sjelle","kvinde",25,"gift","Framlev",1834
"Århus","Sjelle","mand",23,"ugift","Framlev",1834
"Århus","Sjelle","mand",58,"gift","Framlev",1834
"Århus","Sjelle","kvinde",58,"gift","Framlev",1834
"Århus","Sjelle","mand",26,"ugift","Framlev",1834
"Århus","Sjelle","mand",23,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","mand",49,"gift","Framlev",1834
"Århus","Sjelle","kvinde",49,"gift","Framlev",1834
"Århus","Sjelle","mand",18,"ugift","Framlev",1834
"Århus","Sjelle","mand",11,"ugift","Framlev",1834
"Århus","Sjelle","mand",9,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",14,"ugift","Framlev",1834
"Århus","Sjelle","mand",31,"gift","Framlev",1834
"Århus","Sjelle","kvinde",21,"gift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",68,"enkemand","Framlev",1834
"Århus","Sjelle","mand",15,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",43,"gift","Framlev",1834
"Århus","Sjelle","kvinde",40,"gift","Framlev",1834
"Århus","Sjelle","mand",14,"ugift","Framlev",1834
"Århus","Sjelle","mand",10,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",6,"ugift","Framlev",1834
"Århus","Sjelle","mand",3,"ugift","Framlev",1834
"Århus","Sjelle","mand",23,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",20,"ugift","Framlev",1834
"Århus","Sjelle","mand",35,"gift","Framlev",1834
"Århus","Sjelle","kvinde",53,"gift","Framlev",1834
"Århus","Sjelle","mand",30,"gift","Framlev",1834
"Århus","Sjelle","kvinde",27,"gift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",48,"gift","Framlev",1834
"Århus","Sjelle","kvinde",53,"gift","Framlev",1834
"Århus","Sjelle","kvinde",19,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",18,"ugift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","mand",18,"ugift","Framlev",1834
"Århus","Sjelle","mand",51,"gift","Framlev",1834
"Århus","Sjelle","kvinde",48,"gift","Framlev",1834
"Århus","Sjelle","mand",24,"ugift","Framlev",1834
"Århus","Sjelle","mand",20,"ugift","Framlev",1834
"Århus","Sjelle","mand",14,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",10,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",20,"ugift","Framlev",1834
"Århus","Sjelle","mand",52,"gift","Framlev",1834
"Århus","Sjelle","kvinde",52,"gift","Framlev",1834
"Århus","Sjelle","kvinde",26,"ugift","Framlev",1834
"Århus","Sjelle","mand",24,"ugift","Framlev",1834
"Århus","Sjelle","mand",19,"ugift","Framlev",1834
"Århus","Sjelle","mand",17,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",13,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",17,"ugift","Framlev",1834
"Århus","Sjelle","mand",68,"gift","Framlev",1834
"Århus","Sjelle","kvinde",67,"gift","Framlev",1834
"Århus","Sjelle","mand",26,"gift","Framlev",1834
"Århus","Sjelle","kvinde",23,"gift","Framlev",1834
"Århus","Sjelle","mand",1,"ugift","Framlev",1834
"Århus","Sjelle","mand",58,"enkemand","Framlev",1834
"Århus","Sjelle","kvinde",12,"ugift","Framlev",1834
"Århus","Sjelle","mand",22,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",23,"ugift","Framlev",1834
"Århus","Sjelle","mand",38,"gift","Framlev",1834
"Århus","Sjelle","kvinde",36,"gift","Framlev",1834
"Århus","Sjelle","mand",55,"gift","Framlev",1834
"Århus","Sjelle","kvinde",47,"gift","Framlev",1834
"Århus","Sjelle","mand",21,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",16,"ugift","Framlev",1834
"Århus","Sjelle","mand",19,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",21,"ugift","Framlev",1834
"Århus","Sjelle","kvinde",77,"enke","Framlev",1834
"Århus","Sjelle","mand",73,"gift","Framlev",1834
"Århus","Sjelle","kvinde",78,"gift","Framlev",1834
"Århus","Sjelle","mand",29,"gift","Framlev",1834
"Århus","Sjelle","kvinde",37,"gift","Framlev",1834
"Århus","Sjelle","kvinde",8,"ugift","Framlev",1834
"Århus","Sjelle","mand",5,"ugift","Framlev",1834
"Århus","Sjelle","mand",2,"ugift","Framlev",1834
"Århus","Sjelle","mand",60,"gift","Framlev",1834
"Århus","Sjelle","kvinde",60,"gift","Framlev",1834
"Århus","Sjelle","mand",29,"ugift","Framlev",1834
"Århus","Sjelle","mand",54,"gift","Framlev",1834
